# as_of_year	respondent_id	agency_name	agency_abbr	agency_code	loan_type_name	loan_type	property_type_name	property_type	loan_purpose_name	loan_purpose	owner_occupancy_name	owner_occupancy	loan_amount_000s	preapproval_name	preapproval	action_taken_name	action_taken	msamd_name	msamd	state_name	state_abbr	state_code	county_name	county_code	census_tract_number	applicant_ethnicity_name	applicant_ethnicity	co_applicant_ethnicity_name	co_applicant_ethnicity	applicant_race_name_1	applicant_race_1	applicant_race_name_2	applicant_race_2	applicant_race_name_3	applicant_race_3	applicant_race_name_4	applicant_race_4	applicant_race_name_5	applicant_race_5	co_applicant_race_name_1	co_applicant_race_1	co_applicant_race_name_2	co_applicant_race_2	co_applicant_race_name_3	co_applicant_race_3	co_applicant_race_name_4	co_applicant_race_4	co_applicant_race_name_5	co_applicant_race_5	applicant_sex_name	applicant_sex	co_applicant_sex_name	co_applicant_sex	applicant_income_000s	purchaser_type_name	purchaser_type	denial_reason_name_1	denial_reason_1	denial_reason_name_2	denial_reason_2	denial_reason_name_3	denial_reason_3	rate_spread	hoepa_status_name	hoepa_status	lien_status_name	lien_status	edit_status_name	edit_status	sequence_number	population	minority_population	hud_median_family_income	tract_to_msamd_income	number_of_owner_occupied_units	number_of_1_to_4_family_units	application_date_indicator	redlining_score
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	86	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	48	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	206	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	49	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	196	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	White	5									White	5									Male	1	Female	2	51	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	26-4599244	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	210	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Male	1	No co-applicant	5	61	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	134	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.16	Information not provided by applicant in mail, Internet, or telephone application	3	Not Hispanic or Latino	2	Information not provided by applicant in mail, Internet, or telephone application	6									White	5									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	72	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2954	24.8799991607666	50500	71.0199966430664	803	1313		0.0
2017	20-8921389	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	216	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Male	1	Female	2	64	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	137	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	60	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	0471809999	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	272	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	94	Other type of purchaser	9							01.70	Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	153	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	76	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	0000476810	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	110	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Hispanic or Latino	1	Hispanic or Latino	1	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Male	1	Female	2	45	Affiliate institution	8								Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	47-0912342	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	216	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.17	Hispanic or Latino	1	Not Hispanic or Latino	2	Information not provided by applicant in mail, Internet, or telephone application	6									White	5									Male	1	Female	2	104	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				2874	26.200000762939453	50500	124.5199966430664	771	1082		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	143	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	72	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2248	33.04999923706055	50500	126.9800033569336	824	964		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	304	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Female	2	No co-applicant	5	66	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				2248	33.04999923706055	50500	126.9800033569336	824	964		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	90	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Female	2	No co-applicant	5	61	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2248	33.04999923706055	50500	126.9800033569336	824	964		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	318	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.05	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	86	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				3316	26.239999771118164	50500	129.60000610351562	1020	1199		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	238	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0031.05	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	72	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				3316	26.239999771118164	50500	129.60000610351562	1020	1199		0.0
2017	84-1553724	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	62	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0036.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	29	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2309	60.15999984741211	50500	96.5199966430664	481	858		0.0
2017	0000065082	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	76	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	22	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	84-1040263	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	136	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0027.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Male	1	36	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				5417	59.91999816894531	50500	70.0199966430664	1466	2186		1.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	220	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.11	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	106	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2813	29.110000610351562	50500	162.08999633789062	882	958		0.0
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	26	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0001.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	27	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2647	42.79999923706055	50500	96.63999938964844	777	1306		0.28955855281132525
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	156	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0029.13	Information not provided by applicant in mail, Internet, or telephone application	3	Not Hispanic or Latino	2	Information not provided by applicant in mail, Internet, or telephone application	6									White	5									Information not provided by applicant in mail, Internet, or telephone application	3	Female	2	83	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				3491	16.559999465942383	50500	146.83999633789062	1188	1355		0.0
2017	75-2857425	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	117	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0001.00	Hispanic or Latino	1	No co-applicant	5	American Indian or Alaska Native	1	White	5							No co-applicant	8									Female	2	No co-applicant	5	33	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2647	42.79999923706055	50500	96.63999938964844	777	1306		0.28955855281132525
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	46	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0001.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	138	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2647	42.79999923706055	50500	96.63999938964844	777	1306		0.28955855281132525
2017	0000024854	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	58	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0004.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	26	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2792	49.93000030517578	50500	70.38999938964844	581	1048		0.3133523661965485
2017	41-1726353	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	76	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0004.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Female	2	No co-applicant	5	26	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2792	49.93000030517578	50500	70.38999938964844	581	1048		0.3133523661965485
2017	22-3470404	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	106	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0004.00	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Male	1	Female	2		Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2792	49.93000030517578	50500	70.38999938964844	581	1048		0.3133523661965485
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	143	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0005.00	Hispanic or Latino	1	Not Hispanic or Latino	2	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Female	2	Male	1	89	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2090	37.130001068115234	50500	92.87999725341797	673	1079		0.39589049807073085
2017	11-3412303	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	111	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.02	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5		Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				6189	62.61000061035156	50500	87.66999816894531	1355	2114		0.0
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	166	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.02	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	White	5									White	5									Male	1	Female	2	72	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				6189	62.61000061035156	50500	87.66999816894531	1355	2114		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	132	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.02	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	76	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				6189	62.61000061035156	50500	87.66999816894531	1355	2114		0.0
2017	0000068240	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	178	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Female	2	No co-applicant	5	166	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0471809999	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	326	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									White	5									Male	1	Female	2	177	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000013625	Federal Deposit Insurance Corporation	FDIC	3	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	207	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Not Hispanic or Latino	2	Information not provided by applicant in mail, Internet, or telephone application	3	White	5									Information not provided by applicant in mail, Internet, or telephone application	6									Male	1	Female	2	91	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	277	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Hispanic or Latino	1	Information not provided by applicant in mail, Internet, or telephone application	3	White	5									Information not provided by applicant in mail, Internet, or telephone application	6									Female	2	Information not provided by applicant in mail, Internet, or telephone application	3	144	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	87	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	45	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	0000011065	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	91	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0009.04	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	29	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				4078	39.630001068115234	50500	70.93000030517578	1079	1580		0.0
2017	26-1234082	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	83	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0010.00	Hispanic or Latino	1	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Female	2	No co-applicant	5	28	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				5256	68.16999816894531	50500	60.11000061035156	921	1879		0.4737864270334882
2017	1635900004	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	66	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0011.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	17	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				2464	76.79000091552734	50500	41.84000015258789	498	1203		0.38850732962703605
2017	7197000003	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	64	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0011.00	Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Information not provided by applicant in mail, Internet, or telephone application	3	No co-applicant	5	39	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2464	76.79000091552734	50500	41.84000015258789	498	1203		0.38850732962703605
2017	7197000003	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	181	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0016.00	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3		Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1849	33.529998779296875	50500	110.81999969482422	668	761		0.18086404286115837
2017	7927200007	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	179	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	6									Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	84	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
